title|artist|year|location|duration|tempo|loudness|artist_hotness|song_hotness
Busted|Natalie Cole|2008|Los Angeles, CA|236.19873|167.697|-7.092|0.51|nan
A Movie Of A Placid Lake On A Moonless Night In September - Reprise|Will Ackerman|1992|Germany|194.19383|91.6|-28.95|0.39|0.33
Pushbike Song|Mungo Jerry|2001||155.24526|167.793|-15.512|0.4|nan
To Be In Love|The Villas|0|Pennsylvania|179.48689|127.362|-7.324|0.0|nan
You Live_ You Die|Devanic|2006|Vienna|210.88608|112.427|-5.419|0.25|nan
Glee Club|When Dinosaurs Ruled The Earth|0||37.82485|87.853|-10.721|0.35|nan
An Plas'ay|Patrick Saint-Eloi|0||319.97342|116.04|-13.488|0.39|nan
Supervisor (Instrumental) (edition Tromo/Rückbank)|Barry Künzel|0||251.37587|119.91|-2.911|0.26|nan
Letter from Home|Pat Metheny|0|Lee's Summit, MO|166.26893|87.559|-27.754|0.46|0.69
Out Deh|Gregory Isaacs|2001|Kingston, Jamaica|216.5024|138.356|-10.918|0.45|nan
Cierro Mis Ojos|Raphael|0|France|212.61016|123.149|-7.111|0.39|nan
3 Spirit|Corderoy & U4IC DJ'S|0||517.642|86.668|-9.014|0.37|nan
Rollin' And Tumblin'|Jimmy Burns|0|Dublin, MS|264.51546|120.674|-10.409|0.27|0.0
Fuego De Noche_ Nieve De Día|Ricky Martin|2001|San Juan, Puerto Rico|336.19546|141.71|-8.527|0.48|0.55
Process to decelerate|Inhume|2003||126.04036|126.136|-5.01|0.36|nan
Fake Plastic Trees (Acoustic Version)|Radiohead|2009|Oxford, UK|281.12934|99.68|-12.186|0.68|0.61
Bourrèe|Chet Atkins|0|Luttrell, TN|87.64036|142.48|-17.588|0.41|nan
Your Broken Heart|The Stolen Minks|0||233.45587|112.152|-4.609|0.3|0.0
Quiero|Carlos Ponce|2002||240.3522|89.981|-5.933|0.3|0.0
Ice Or Fire|Bob Margolin|0|Boston, MA|227.00363|102.516|-8.218|0.33|0.49
Righteous Disgrace|Don Francisco|0|Colorado|185.44281|142.23|-12.723|0.37|0.0
Parabolics Studies 8|Henri Pousseur|0|Malm�, Belgium|1280.522|63.103|-15.476|0.26|nan
Not A Kid Anymore|Marco Beltrami|2009||115.04281|113.863|-30.82|0.38|0.33
Don't let go|Pacha Massive|2006|New York, NY|205.89669|105.991|-4.493|0.42|nan
Find Me At the Greasy Spoon|Grant And Wilson|0|Florida|177.99791|95.578|-13.308|0.22|nan
Alligator Come Across (Live)|Jets|0||260.38812|106.68|-12.993|0.49|nan
Things Could Turn Around|fIREHOSE|0|Wisconsin|190.51057|136.13|-10.507|0.43|nan
Dark As A Dungeon (LP Version)|The Tarriers|0|Illinois|246.49098|101.131|-27.748|0.13|nan
Festival Resurrection (Outro)|Festival|0||281.57342|125.778|-14.296|0.0|0.32
Why Jack Called|Christophe Beck|2006|United States|150.09914|94.843|-25.661|0.38|nan
Tus Viejas Cartas|Nicho Hinojosa|2001||188.36853|98.705|-9.105|0.36|0.56
Hear Me Talkin' To You|Ma Rainey & Her Tub Jug Washboard Band|0|Columbus, GA|181.86404|104.717|-20.594|0.39|0.0
Be Like That|3 Doors Down|1999|Escatawpa, MS|278.64771|94.084|-5.206|0.64|nan
Thanks A Lot|Martina McBride|2005|Medicine Lodge, KS|155.97669|168.08|-7.711|0.63|0.41
Herval na percaria|Amanajé|0||283.6371|86.679|-12.508|0.19|0.0
Drive|Pacha Massive|2007|New York, NY|300.93016|125.994|-7.761|0.42|0.56
My Heart Goes Up|Keira Green|2004||181.26322|140.979|-7.278|0.33|nan
Esta Muy Claro|Jaguares|0||308.4273|124.057|-8.644|0.49|0.38
Un nuovo giorno|Cali|0|Vernet les Bains|158.95465|87.365|-5.329|0.34|0.0
Ek Pegh|Kuldeep Paras|0||301.84444|104.02|-5.41|0.0|0.0
O Raaje|Sukhwinder Singh|0||342.43873|104.978|-7.184|0.37|nan
Consume (LP Version)|Sick Of It All|1994|Virginia|223.7122|101.143|-8.814|0.42|0.27
Granada|Ramón Vargas|0||239.5424|154.429|-17.725|0.29|nan
Celebration [Felguk Love Remix]|Madonna|0|Bay City, MI|398.15791|129.974|-5.334|0.67|0.5
Fade Away|Cama|2009||221.17832|106.519|-6.147|0.27|0.0
Xoanina|Susana Seivane|0||180.13995|76.74|-7.482|0.3|0.0
Fefita|Orquesta Aragon|0|Cuba|253.04771|105.461|-7.376|0.33|0.0
She Can't Burn Me Now|The Del McCoury Band|0||234.16118|127.257|-6.748|0.36|0.58
Soki Olingi Ngai|Wendo Kolosoy|0||305.94567|88.471|-8.849|0.3|0.3
The Special Two (Australian Version)|Missy Higgins|0|Melbourne, Australia|267.65016|139.018|-8.525|0.5|0.22
Colin Tries Standing|Zbigniew Preisner|1993||50.99057|125.15|-24.729|0.5|0.45
Memory In The Snow|Michael Gettel|1992||221.90975|138.102|-13.084|0.33|nan
Gone|Kanye West / Consequence / Cam'Ron|2005|Atlanta, GA|333.34812|114.39|-6.029|1.08|nan
Nomads Alive|Marco Beltrami|2004||201.61261|148.555|-23.685|0.38|0.0
Il Tempo Non Torna Più|Kati|0||260.91057|104.006|-10.429|0.25|nan
O Brother|Monty Are I|2006|Providence, RI|279.24853|170.038|-3.699|0.33|0.57
The Only Road (Album Version)|Dropkick Murphys|0|Boston, MA|131.81342|137.33|-5.044|0.57|0.59
Jimmie's Travellin' Blues|Jimmie Davis|0|Quitman, LA|178.442|116.729|-15.582|0.3|nan
Likua|Cabas|0||254.40608|99.968|-4.201|0.4|0.3
Tulsa Girl|Dwight Twilley|0|Tulsa, OK|145.34485|132.513|-6.176|0.32|0.0
The Dropsonde|Caspian|2007|Beverly, Massachusetts|125.07383|131.648|-23.246|0.4|0.69
My Fault (LP Version)|Faces|1973|London, England|187.42812|119.028|-9.363|0.45|0.49
Asha|Asha Puthli|0|India|351.65995|121.95|-7.385|0.29|0.21
All Because Of You - Original|Leroy Hutson|0|Newark, NJ|276.87138|171.197|-15.244|0.4|nan
Cent Mille Guitares|Line Renaud|1994||159.76444|127.956|-9.324|0.32|0.0
What You Waiting For?|Gwen Stefani|2004||225.41016|136.044|-3.683|0.53|nan
Autumn|The Cat's Miaow|1996|Australia|46.00118|150.735|-13.924|0.35|nan
Forever Tonite|Thirst|0|UK - England - South West|290.69016|86.0|-8.371|0.3|nan
Amor Maldito|Bambino_ Ivan Tirado|0|Michigan|374.30812|77.304|-15.863|0.33|nan
Baby U Acting Greezy (Ringtone_ Sonnerie)|Blingtones|0||28.96934|93.065|-9.86|0.0|nan
Don't Stop Dan|Checkers|0||171.31057|141.019|-12.596|0.33|nan
Finale: When Love Is Found/It Feels Like Christmas|Tiny Tim/Cast/Ghost Of Christmas Present/Scrooge|0|New York, NY|240.22159|85.175|-15.111|0.4|nan
Quiero|Juana Molina|2003||159.65995|87.461|-13.092|0.45|0.64
Den Thelo Tipota|Natassa Theodoridou|0||233.37751|120.357|-4.777|0.3|nan
Servin' Tha Fiends|Bone Thugs-N-Harmony|2000|Cleveland, OH|232.202|158.058|-4.875|0.56|nan
Thank You|Jimmy Page / Robert Plant|0|Heston, Middlesex, England|348.08118|152.313|-12.494|0.42|0.47
Broken Boy Soldier (KCRW Version)|The Raconteurs|2006|Detroit, MI|230.5824|128.186|-7.377|0.56|nan
My Baby Don't Wear No Shoes|Roy Carrier|0||220.1073|104.624|-8.896|0.0|0.21
You Put a Spell on Me|Dave Graney & Clare Moore|0||248.11057|93.982|-8.448|0.0|nan
Los Pintores|La Charanga Rubalcaba|0||217.99138|152.995|-6.422|0.22|nan
Doesn't Matter Where You Are (Intocable)|Aleks Syntek|0|Merida, Mexico|220.3424|153.97|-4.994|0.4|nan
Tule lähemmäs Beibi|Kaija Koo|1993||240.45669|115.979|-6.858|0.38|0.55
Bye-Bye - Medley|Günter Noris|0||180.92363|86.51|-10.76|0.0|nan
Locked Away|The Gathering|0||215.71873|105.937|-13.91|0.49|0.0
Blue Satin (Album Version)|Eddie Cano|0||123.66322|107.023|-26.062|0.27|nan
Paper Tigers (acoustic version)|Tom Cochrane|1997|Lynn Lake, Manitoba, Canada|220.81261|119.331|-6.918|0.37|0.0
Let's Stop Talkin' About It|Janie Fricke|1999|South Whitney, IN|194.5073|130.02|-12.061|0.38|nan
Child Of My Kingdom|Arthur Brown|1968|Whitby, Yorkshire, England|422.16444|114.754|-14.1|0.38|0.64
B Somebody|Nacho Chapado feat. Stephen Massa|0||371.1473|128.003|-8.122|0.37|nan
Ai Ni Bian Cheng Hen Ni|Kary Ng|2006||209.55383|110.009|-7.165|0.35|nan
The Homecoming Song (Album Version)|Owsley|1999|Tennessee|179.64363|83.689|-4.672|0.38|0.2
I Wish I Had A Girl|Henry Lee Summer|1988|Brazil, IN|266.4224|127.68|-10.228|0.26|0.48
Sake In The Jar|Derek Bell|0|Belfast, Northern Ireland|268.32934|89.158|-10.507|0.33|0.33
Each Time (I Love You More)|Jackie Wilson|1959|Detroit, MI|141.81832|106.328|-14.819|0.42|0.27
Le Sacre du Printemps (The Rite of Spring)/Part One: The Adoration of the Earth - Introduction|Igor Stravinsky;Columbia Symphony Orchestra|0||181.26322|106.343|-30.726|0.5|nan
Broken Record|Donna The Buffalo|0||196.75383|86.012|-5.864|0.37|0.3
On The Fast Track|Gerald Veasley|0|Philadelphia, PA|371.25179|112.213|-8.931|0.32|0.25
Dave D. Blues (how To Make It Sting Like A Career) (Album Version)|Mayday|2005|Texas|144.40444|148.661|-7.759|0.4|0.35
The Darker Side|Lizzy Borden|2007|Los Angeles, CA|379.11465|115.115|-4.431|0.42|0.38
You Know What They Do To Guys Like Us In Prison (Album Version)|My Chemical Romance|2004|New Jersey|173.73995|93.0|-4.192|0.77|0.33
Plan 9 From Outer Space (Album Version)|Wednesday 13's Frankenstein Drag Queens From Planet 13|0||183.53587|143.913|-3.59|0.37|nan
Un jour aux courses: Who's That Man|The Marx Brothers|0|New York City, New York|431.51628|115.221|-11.058|0.38|nan
Zodiac|Laurie Berkner|0||58.40934|141.117|-16.28|0.38|0.41
Why Do We Do?|Eric Champion|1993||310.77832|115.656|-9.516|0.33|nan
Memphis Til' Monday|Bob Cheevers|0|Tennessee|240.22159|112.958|-6.691|0.0|0.21
My Baby Likes To Shuffle|Sonny Terry|1994|Greensboro, NC|149.41995|150.059|-17.294|0.35|nan
Mr. De's Theme|Mr. De'|0||240.09098|130.019|-6.743|0.27|0.0
Chere Duloone|Al Rapone|0|Lake Charles, Louisiana|185.93914|220.266|-13.974|0.0|nan
|Sébastien Roch|0||184.08444|126.103|-7.162|0.28|nan
Sex Dance|H-Town|0|Houston|289.30567|124.152|-6.569|0.4|0.46
Searching|Mighty Diamonds|0||215.562|86.205|-7.633|0.41|0.0
Beneath an Evening Sky|Aisha Duo|2005|NY - New York City|288.60036|86.903|-19.744|0.42|0.42
Juno|Sub Focus|2005||292.98893|173.903|-5.036|0.52|0.52
Father Time (Album Version)|D'Molls|0|California - LA|259.16036|111.217|-13.013|0.25|nan
Main Title [Bodies_ Rest & Motion] (2006 Remastered LP Version)|Michael Convertino|0||159.16363|172.221|-18.148|0.3|nan
Bohemios: No quiero que sepa que aquí vengo yo (Gypsies: I don't want him to know that I am here)|Montserrat Caballé;Eugenio  Marco|0||254.1971|64.796|-18.119|0.39|nan
What's Wrong|Dead To Me|2008|San Francisco CA|105.42975|93.161|-6.5|0.43|0.56
Final Flash|Hatiras|2002||177.13587|93.749|-4.6|0.38|0.0
South|Bob Wills|1991|Kosse, TX|107.93751|157.699|-9.394|0.38|nan
When the Broken Hearted Love Again|Danielle Bollinger|2006|Flint Michigan|555.54567|130.001|-9.845|0.0|nan
Harmonic Necklace|Penguin Café Orchestra|1981||72.77669|33.009|-41.691|0.41|0.54
Rockberry Jam|L.a. Dream Team|1985||314.90567|241.52|-15.734|0.27|nan
Let's Get Sweaty|Modern Day Escape|0||187.0624|140.029|-6.904|0.45|0.49
Teasin' Brown|North Mississippi Allstars|2005|Hernando, MS|219.0624|114.116|-5.827|0.48|0.37
La Muneca de Alcazar|Quadro Nuevo|2002||232.9073|144.047|-15.49|0.41|0.3
Mindless|Steve Porter|2000|UK - England - South West|509.33506|139.044|-9.369|0.34|0.0
Canela Pa'  Tu Boca|Los Del Rio|0||216.78975|97.986|-4.931|0.35|nan
You're My Love|Michael Stanley Band|1981||164.07465|142.706|-8.662|0.29|0.26
Welcome You Back Home - Original|Jackie Edwards|0|Jamaica|160.9922|150.951|-19.797|0.36|nan
Old Friends|Stanley Clarke;Herbie Hancock|0|Philadelphia, PA|307.59138|128.278|-9.421|0.46|0.27
Turn It Up|Channel Live|0||238.81098|187.835|-6.338|0.39|0.24
Tango|Igor Stravinsky|0||247.7971|69.742|-25.736|0.5|0.57
Never Look Back|Blue Rodeo|2009|Toronto, Ontario, Canada|199.05261|148.601|-5.778|0.45|0.43
8th Wonder|The Sugarhill Gang|1981|New York, NY|451.02975|213.617|-9.836|0.42|nan
I'ma Bang|DMX|2001||306.05016|92.4|-4.557|0.51|0.51
Never Gonna Give You Up|Rick Astley|1987|Newton-le-Willows, Merseyside, England|211.69587|113.359|-7.75|0.51|0.86
Bad Seed|Wayne Kramer|0|New York, NY|248.52853|141.493|-6.623|0.5|nan
A Martyr For My Love For You|The White Stripes|2007|Nashville / Los Angeles|259.5522|85.159|-8.686|0.65|0.85
Get-U-Now|KMD|2001||147.22567|103.967|-9.647|0.38|0.72
Little Brigid Flynn|The Irish Rovers|0|Alberta, Canada|182.04689|115.404|-12.71|0.4|0.37
Mönchengladbach Love|Eko Fresh feat. Summer Cem & DJ Ses|2003|M�engladbach, Germany|244.63628|91.987|-6.523|0.36|nan
YOUR LOVE|Freddie McGregor|0||229.95546|158.113|-8.042|0.37|0.21
Explode (Epic Extended Mix)|Jordan & Baker|2002||424.9073|138.997|-8.171|0.26|nan
No Storm|Dorothy Norwood|0||512.91383|78.958|-12.463|0.32|nan
Just Come In|Margaret Becker|0||268.87791|162.296|-14.498|0.4|0.57
What He Done For Me|Sister Rosetta Tharpe|2002|Cotton Plant, AR|162.40281|181.861|-15.6|0.36|0.0
Truth And Lies|The Presets|2006|Sydney, Australia|243.9571|59.496|-6.13|0.52|0.59
For You Mom & Dad|Stefon Harris|0||374.17751|103.719|-16.322|0.38|0.38
Dirty_ Dirty  (Album Version)|Crazy Horse|0||212.92363|95.415|-9.698|0.34|0.57
Old Dan Tucker|Jim Smoak & The Louisiana Honeydrippers|0||140.64281|125.674|-3.894|0.0|0.27
That Old Gang Of Mine|Dean Martin|2002|Steubenville, OH|145.99791|120.458|-14.103|0.62|nan
Happy|Shunza|0||295.96689|141.584|-10.331|0.0|nan
Ta Methismena S' Agapo|Angela Dimitriou|0||230.63465|123.545|-8.558|0.0|nan
One More Breath|Rhinoceros|0|UK - England - West Midlands|77.11302|124.285|-5.956|0.33|0.5
Driving Wheel|Syl Johnson|0|Centerville, TN|238.86322|122.789|-9.581|0.39|0.43
Don't Get Around Much Anymore|Natalie Cole|1991|Los Angeles, CA|154.61832|118.222|-15.084|0.51|0.59
Lucille|Rockin' Dopsie_ Jr._ The Zydeco Twisters|0||259.39546|146.808|-9.246|0.0|nan
The Hunter|Paul Rogers|1993|Middlesbrough, England|265.01179|134.551|-7.416|0.36|0.33
Take it slow|The Real Kids|0||182.12526|79.694|-8.623|0.34|nan
Please Love Me|B.B.King|1956|Memphis, Tennessee|167.49669|105.552|-10.182|0.54|nan
Those Less Fortunate Than I|Darryl Worley|2000|Savannah, TN|239.56853|79.534|-7.324|0.52|0.59
Voice of Angels Drone for Spiritual Well Being|Ambient Music Therapy|0|NY - New York City|167.3922|192.242|-17.929|0.36|0.34
Mi Raza|Peret|0||286.17098|158.79|-15.447|0.34|0.0
Be|Jessica Simpson|2003|Dallas, TX|250.04363|163.848|-6.53|0.59|nan
All Through The Night (Album)|Bowen_ Robin Huw|0||244.29669|92.656|-13.014|0.34|0.0
At The County Fair - Original|The Impressions|0|United States|124.96934|133.211|-12.576|0.41|0.22
Peaceful World|John Mellencamp|2001|Seymour, IN|218.67057|157.419|-11.413|0.52|nan
Good Day (Live)|The Mad Capsule Markets|0|JP|244.55791|122.732|-4.566|0.44|nan
Midnight Cannonball (LP Version)|Joe Turner|0|Kansas City, MO|151.40526|141.749|-6.34|0.36|0.34
Tuggathanug|Legion Of Green Men|0|Burlington, Ontario, Canada|339.90485|111.071|-7.272|0.37|0.0
Shine On Harvest Moon (Previously Unreleased)|Mance Lipscomb|0|Navasota, TX|166.47791|82.529|-21.874|0.33|0.25
There It Go (The Whistle Song)|Juelz Santana|2005|New York, NY [Harlem]|180.55791|100.05|-7.468|0.53|nan
Kanoê|Márcio Faraco|0||236.35546|125.989|-16.285|0.34|0.0
Lole Lolaila|Cardenales del Exito|0||237.87057|186.683|-4.968|0.24|nan
Le Choix|Greis|0||275.30404|156.833|-5.652|0.39|nan
Cosmonaut|Wolfmother|2009|Sydney, Australia|288.33914|136.383|-4.433|0.57|0.66
Country Girl|Al De Lory|0|Tennessee|175.49016|95.871|-11.48|0.27|nan
Stormtrooper (Live)|Pepper|2009|Kona, HI|108.93016|148.712|-5.356|0.47|0.0
Waste A Little Time On Me|The Michael Stanley Band|1975||232.12363|103.731|-15.161|0.29|nan
Bad Days|Timo Maas|2001||417.56689|87.995|-8.92|0.4|0.36
Man Of No Reputation|Bob Carlisle|1994||331.25832|103.634|-16.196|0.39|0.0
All On Our Own|One Block Radius|2008||236.72118|124.022|-2.45|0.41|nan
Nossa Dança|Nana Caymmi|0||174.54975|115.781|-12.209|0.35|0.27
Mountain By The Sea (Tribe Unknown)|Various Indian Tribes|0||193.25342|136.726|-12.852|0.14|nan
All Day|Butthole Surfers|1987|San Antonio, TX|512.1824|79.709|-3.237|0.49|0.54
La Revolución|Memphis La Blusera|1995||261.642|159.668|-7.164|0.32|0.21
Air_ Siote No. 3 (J.S. Bach)|Mariano Yanani|0||191.42485|111.903|-16.41|0.31|nan
Moon Boom|Anat Ben David|0||213.7073|100.042|-8.913|0.0|0.0
Time Is On My Side|The Rolling Stones|1964|London, England|172.72118|107.455|-7.343|0.78|nan
We Will Glorify (Key-B-Db-Premiere Performance Plus)|Twila Paris|0||201.32526|135.989|-10.012|0.4|0.3
Floripa|Plagia|0||354.11546|132.002|-12.611|0.0|0.0
Hasta El Final|La Portuaria|2005||224.91383|122.026|-7.29|0.31|0.35
John Dunbar Theme [Dances with Wolves]|Hollywood Bowl Orchestra / John Mauceri|0||147.64363|111.267|-19.76|0.0|0.0
Do It Nice|Suicide|1999|New York, NY|323.94404|130.826|-13.753|0.39|0.53
Can You Feel It?|Lee Ritenour|1998|Hollywood, CA|321.56689|93.848|-11.241|0.14|0.49
Someday|Max Melvin|0||262.79138|100.01|-9.199|0.34|0.36
Gewisse Leute|Rainer Bielfeldt|0||192.73098|106.07|-14.393|0.0|0.0
Amazing (LP Version)|Point Of Grace|1998||294.08608|125.95|-6.477|0.54|0.33
Murda'|Rodney O & Joe Cooley|0||230.84363|90.071|-16.376|0.31|nan
The Monkey King|William Orbit|1993||315.01016|95.869|-34.703|0.42|0.48
You And Your Heart|Jack Johnson|2010|Galveston, TX|196.20526|107.042|-7.045|0.68|0.92
Big Railroad Blues|Gus Cannon|0|Red Banks, MS|197.0673|116.539|-20.832|0.25|nan
We Can't Win (Explicit)|A.Z.|1995|Oakland, CA|203.10159|88.064|-12.042|0.45|nan
I'm In Love|Dub Pistols feat. Lindy Layton & Rodney P|0|London, England|333.21751|130.016|-6.883|0.42|nan
Les Chaudrons|André Minvielle|2007||295.96689|125.47|-7.632|0.42|0.21
Wahrheit|Hassan Annouri feat. Cassandra Steen|0||270.73261|150.063|-5.106|0.36|nan
Hit And Rape (Album Version)|Wednesday 13's Frankenstein Drag Queens From Planet 13|0||131.81342|93.021|-3.525|0.37|nan
El Barbero|Gaiteros de Pillopo|0||251.08853|179.665|-8.173|0.14|0.28
Feel So Stupid (Table 9)|Darwin's Waiting Room|2001||197.51138|101.923|-5.173|0.34|0.62
"Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus ""Das Land des Lächelns"")"|Herbert Von Karajan|0|Salzburg, Austria|238.10567|103.929|-20.18|0.46|nan
My Funny Valentine|Arturo Sandoval|2003|Artemisa, Cuba|266.60526|61.018|-14.818|0.42|0.47
Hell Will Reign|Demonbreed|0||337.24036|94.069|-4.786|0.0|0.22
Turbocharger|Chaotica|0|Arizona|235.4673|100.009|-9.087|0.31|0.24
Rock Bottom|House Of Lords|2006||232.75057|127.974|-4.045|0.36|0.6
Marea De Venus|Cerati-Melero|0||262.37342|129.047|-11.291|0.43|0.44
The Sweetest Sounds|Helen O'Connell|0|Lima, OH|180.6624|135.238|-10.527|0.3|0.27
Shi Shang Zui Qiang Man Hua Wang Da Luan Dou|Leo Ku|0||185.0771|115.449|-8.006|0.36|nan
Snowdrops|The Pineapple Thief|2006||356.54485|129.277|-10.06|0.49|0.0
Say Yeah|Capleton|2005||233.63873|127.876|-5.404|0.41|nan
Luna De Octubre|Flor Silvestre|0||157.46567|84.273|-12.972|0.31|0.0
Sweet Southern Comfort|Buddy Jewell|2003|Lepanto, AR|212.89751|147.928|-6.986|0.41|0.79
Love Unlimited (Explicit)|Fun Lovin' Criminals|1998||205.66159|94.082|-7.119|0.48|0.23
I Want To Go Home|Remmy Ongala|0||489.482|197.038|-17.958|0.27|nan
Life|Jimmy Riley|0||232.25424|85.746|-13.05|0.3|nan
Century City Rag|The Last|1979||159.05914|162.954|-8.383|0.32|0.35
The Ferocious O' Flahertys|Joe Heaney|0|Washington|52.76689|224.471|-26.343|0.29|0.0
Rudolph The Red Nosed Reindeer|Frankie Randall|0||200.75057|134.857|-14.179|0.24|0.0
Round and Round|Otis Taylor|2001|Chicago, IL|107.83302|217.289|-6.028|0.39|0.59
Up All Night - Remix|Laron aka Swan featuring Alexander East|0||544.522|84.64|-10.971|0.0|nan
Water Is Alright In Tay|The Clancy Brothers|1993|Ireland|113.78893|105.852|-13.289|0.41|0.48
Second Hand Life|Joe Lynn Turner|0||274.12853|106.896|-5.912|0.36|0.5
Just A Closer Walk With Thee|Andy Griffith|0||179.93098|100.018|-16.334|0.31|0.0
Happy Valentine's Day|OutKast|2003|Atlanta, GA|323.10812|100.026|-4.018|0.57|nan
Hipster Haircut|IYOV|0||120.16281|194.53|-3.909|0.24|0.0
Wind In The Wire (Album Version)|Randy Travis|1993|Marshville, NC|211.40853|95.655|-14.172|0.54|0.22
Genuine|Five Fingers of Funk|1998||1400.37179|0.0|-8.792|0.0|0.0
Cherry Pie|Warrant|0|GERMANY|201.03791|177.152|-4.65|0.49|0.8
Un Garcon Pas Comme Les Autres (Ziggy)|Céline Dion|0|Charlemagne, Quebec, Canada|179.01669|80.999|-14.403|0.66|0.47
Werther (1997 Digital Remaster)_ PREMIER ACTE/ACT ONE/ERSTES AKT: Mon âme a reconnu votre âme(Werther/Charlotte)|Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson|0||55.40526|109.158|-23.73|0.36|nan
A New Heart|Michael Whalen|2004|New York|317.70077|110.1|-15.968|0.36|0.0
See That Girl|Righteous Brothers|1965|California|190.14485|72.656|-10.288|0.46|nan
Savu hälvenee|Kaija Koo|1998||192.26077|155.049|-8.228|0.38|0.29
Members Only|Tyrone Taylor|0||223.50322|165.271|-7.64|0.3|nan
Chasing Cars|Snow Patrol|2006|Dundee, Scotland|268.95628|106.002|-6.621|0.67|nan
Tigerauge Rock|Günter Noris|0||180.79302|92.277|-11.19|0.0|0.0
All I Ask Of You|Erik Berglund|0|Texas|253.04771|66.595|-8.274|0.34|nan
King Kong|Shanadoo|2006|Tokyo|225.20118|142.946|-3.198|0.34|0.5
Theme III|Silent Stream Of Godless Elegy|2000||50.1024|162.676|-16.468|0.36|0.44
Back To Burn|T-la Rock|2001|NEW YORK, New York|151.61424|197.152|-6.265|0.29|0.43
Voodoo Chile Blues|Jimi Hendrix|1994|Seattle, USA|528.14322|175.663|-12.797|0.59|0.63
Estoy Pensando En Tí|Sonora Santanera|2003||168.46322|105.459|-11.106|0.34|0.48
Iron-head: Palestine|Asterisk*|0||41.84771|197.831|-4.439|0.29|nan
Lonely|Stiff Meat|0||240.29995|166.124|-6.735|0.0|nan
Sho' Enough|Tommy Castro|1996|San Jose, CA|240.27383|122.019|-9.31|0.42|0.43
Ingenting|Kent|0|Eskilstuna, Sweden|257.74975|120.008|-6.421|0.49|0.67
Déstockage massif (with Alex Gopher)|Etienne de Crécy |0||215.84934|115.862|-8.178|0.39|0.43
Grandma's Spending Christmas with the Superstars|Dr. Elmo|0|California - SF|185.5473|106.127|-16.241|0.4|0.0
L'education du corps des porcs|Les Ogres De Barback|2001||287.242|149.591|-5.612|0.44|0.3
Là-Bas|Jean-Jacques Goldman|1991|Paris, France|501.05424|148.642|-8.508|0.45|nan
WHEN I AM YOU|Panzer AG|2006||305.05751|120.042|-3.382|0.37|0.51
Until I Believe In My Soul|Dexys Midnight Runners|1982|Birmingham, England|434.88608|84.437|-8.844|0.49|nan
Angelito (Directo 09)|Carlos Baute|0||211.46077|109.982|-4.392|0.51|nan
Ricky Ticky Toc|Eminem|2004|St. Joseph, MO|171.72853|86.007|-5.92|0.8|0.66
Hot Dental Supplies|Marga Gomez|0||95.73832|78.139|-14.218|0.23|0.34
Come Monday|Barry Manilow|0|Brooklyn, NY|235.96363|98.001|-3.723|0.54|0.3
Everyday|Rikk Agnew|1982||269.40036|154.286|-7.594|0.32|0.46
Mana Laina Chahida|Malkit Singh|0||337.60608|127.582|-13.891|0.32|nan
Old Hobo|Furry Lewis|2003|Greenwood, MS|234.78812|146.569|-8.032|0.37|0.49
After The Fire|Klaus Badelt|2007||116.1922|56.306|-27.369|0.47|0.3
Space Oddity (1997 Digital Remaster)|David Bowie|0|London, UK|313.70404|137.068|-12.679|0.57|nan
Moon Loop (Improvisation)|Porcupine Tree|0||978.442|134.075|-11.524|0.51|0.81
Heidi|Frank Chacksfield|0|Battle, Sussex, England|151.19628|116.716|-16.538|0.35|nan
Here Comes Your Iceman (LP Version)|Joe Turner|0|Mississippi|233.92608|88.109|-13.984|0.36|0.0
Tel Que Tu Es|Charlotte Gainsbourg|2006||189.70077|119.683|-12.1|0.52|0.82
Non Conformist Acclaimed|Agnes|0|Sweden|371.06893|122.965|-11.338|0.44|nan
El Ventilador|The Party Group|0||190.04036|122.91|-21.761|0.0|nan
He Has Risen (Communication Album Version)|DeGarmo & Key|0||171.75465|82.604|-11.528|0.32|nan
I Just Need Your Lovin' - Original|Chris Farlowe|0|Essex, England|192.26077|160.663|-13.626|0.34|nan
Lord Of The Thighs|Aerosmith|1974|Boston, MA|425.03791|108.662|-10.943|0.61|nan
Skyswimmer|Enter the Haggis|1999||399.882|85.399|-10.648|0.41|0.46
Fearless [Interlude] (Explicit Album Version)|Bone Thugs-N-Harmony|0|Cleveland, OH|34.42893|86.056|-12.088|0.56|0.25
This Is My Country|The Impressions|1968|United States|168.01914|103.088|-11.803|0.41|nan
Welcome To My World (Live)|Tammy Wynette|0|Itawamba County, MS|84.16608|155.05|-11.433|0.41|nan
Miss X (LP Version)|MC5|1971|Lincoln Park, MI|307.722|75.706|-8.392|0.45|0.68
Les Amours de Nathalie|Les Malpolis|1998||246.69995|172.061|-9.76|0.27|nan
Imparable|Tommy Torres|0||222.92853|158.007|-7.123|0.42|0.68
Por La Calle Abajo|Los Chunguitos|2000||164.12689|158.479|-8.07|0.37|nan
Say How I Feel|Rhian Benson|2004|Ghana|207.46404|117.973|-4.573|0.39|0.58
We Have All The Time In The World (Live)|Fun Lovin' Criminals|0||235.36281|91.859|-12.767|0.48|0.22
